epoch;acc;loss;val_acc;val_loss
0;0.6286;0.6349786310195923;0.7354;0.5372073399543762
1;0.74555;0.5186197839736938;0.7872;0.4605204527854919
2;0.7862;0.4626819457054138;0.798;0.4280852011680603
3;0.80765;0.41856214714050294;0.8132;0.40890734786987304
4;0.82515;0.3865290141582489;0.8414;0.35908410215377806
5;0.84075;0.3581592512607574;0.831;0.3703692283153534
6;0.8571;0.3275392604351044;0.8322;0.38377295150756835
7;0.8656;0.30313212904930115;0.8386;0.3634055283546448
8;0.8797;0.28040795106887817;0.8288;0.38880738382339475
9;0.8855;0.26893537392616274;0.8614;0.31316165761947634
10;0.89675;0.24616538305282593;0.8512;0.33432141852378844
11;0.9053;0.22599755518436432;0.8506;0.3568474802970886
12;0.9107;0.21360943278074265;0.8676;0.30538592801094055
13;0.91405;0.20665901846885681;0.8732;0.30595525987148287
14;0.9222;0.19434928534030915;0.8696;0.3075886441230774
15;0.92675;0.18358648167848587;0.8572;0.3652191065788269
16;0.92805;0.17173780169487;0.8698;0.3222694787979126
17;0.9368;0.15843949208259583;0.8774;0.30748809928894044
18;0.94125;0.14743535297513008;0.8692;0.3427639701843262
19;0.941;0.14521643024086953;0.8746;0.33894078588485715
20;0.9475;0.1352959271758795;0.8682;0.37424564142227174
21;0.94885;0.12923767389059065;0.8776;0.3277803277492523
22;0.95425;0.12096302157640457;0.8728;0.37704652676582334
23;0.95335;0.11845515487790108;0.881;0.3231158182144165
24;0.9567;0.1100609715461731;0.877;0.3518324314594269
25;0.95785;0.10907152560949325;0.8674;0.39391741602420804
26;0.9589;0.10775587586164474;0.8832;0.32345084545612335
27;0.96035;0.10558214719295501;0.8798;0.32498889126777647
28;0.96345;0.096076066583395;0.8776;0.34520806193351744
29;0.96765;0.08689680460095406;0.866;0.43363296284675595
30;0.9652;0.09168893294036388;0.8572;0.4740825628042221
31;0.96635;0.08776029114425182;0.8772;0.35855267128944396
32;0.96835;0.08757950184643269;0.8728;0.3965276252746582
33;0.96845;0.08436600068807602;0.8734;0.3870674115180969
34;0.96835;0.08446135525405407;0.883;0.35129577851295474
35;0.96805;0.08429531565606595;0.8802;0.39408408637046816
36;0.97265;0.07614206143915653;0.8776;0.4379675789833069
37;0.97105;0.07625684662461281;0.8814;0.3671243060588837
38;0.9729;0.07289140372797846;0.8782;0.3678825035095215
39;0.97315;0.0703715363278985;0.8722;0.40570875861644745
40;0.97485;0.07120127639621496;0.8776;0.4025071512699127
41;0.97355;0.07042094611376525;0.881;0.3954233071088791
42;0.9738;0.07077598429322243;0.8742;0.41446525421142577
43;0.9741;0.07203346247822047;0.8854;0.3767253683567047
44;0.9736;0.07439783612787723;0.8788;0.36261985819339754
45;0.9736;0.074052457806468;0.8802;0.3843733119249344
46;0.9772;0.06304253582507371;0.877;0.3941846654891968
47;0.97815;0.058696177330613136;0.8824;0.3903499871253967
48;0.9764;0.06641030712723732;0.8776;0.4124114427566528
49;0.97565;0.0649067974217236;0.8744;0.4038012565612793
